"File_Name","File_Path","Relative_Path","URL","Artist","Title","Album","Genre","Year","Decade","Duration_Seconds","Duration_Minutes","Duration_Display","Estimated_BPM","File_Size_MB","BPM_Category","Energy_Level","Duration_Category","Folder_Structure","Track_ID","Is_Favorite","Play_Count","Last_Played","Rating","Tags","Notes"
"02 Salsa With Mesquite.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\02 Salsa With Mesquite.mp3","Future- A Journey Through the Electric Underground Disc 2\02 Salsa With Mesquite.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/02 Salsa With Mesquite.mp3","Future- A Journey Through the Electric Underground Disc 2","02 Salsa With Mesquite","Unknown Album","Unknown","","Unknown","438","7.3","7:18","91","10.43","Medium (70-99)","Medium","Long (Over 5 min)","Future- A Journey Through the Electric Underground Disc 2","430","False","0","","0","",""
"03 Ostiak (CP Emporium Mix).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\03 Ostiak (CP Emporium Mix).mp3","Future- A Journey Through the Electric Underground Disc 2\03 Ostiak (CP Emporium Mix).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/03 Ostiak (CP Emporium Mix).mp3","Future- A Journey Through the Electric Underground Disc 2","03 Ostiak (CP Emporium Mix)","Unknown Album","Unknown","","Unknown","260","4.3","4:20","103","6.61","Upbeat (100-129)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 2","431","False","0","","0","",""
"04 Water from a Vine Leaf.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\04 Water from a Vine Leaf.mp3","Future- A Journey Through the Electric Underground Disc 2\04 Water from a Vine Leaf.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/04 Water from a Vine Leaf.mp3","Future- A Journey Through the Electric Underground Disc 2","04 Water from a Vine Leaf","Unknown Album","Unknown","","Unknown","222","3.7","3:42","98","5.56","Medium (70-99)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 2","433","False","0","","0","",""
"05 Smokebelch II.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\05 Smokebelch II.mp3","Future- A Journey Through the Electric Underground Disc 2\05 Smokebelch II.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/05 Smokebelch II.mp3","Future- A Journey Through the Electric Underground Disc 2","05 Smokebelch II","Unknown Album","Unknown","","Unknown","239","4","3:59","98","5.99","Medium (70-99)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 2","434","False","0","","0","",""
"06 Crystal Clear (Clear, Like an Unmuddied Lake).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\06 Crystal Clear (Clear, Like an Unmuddied Lake).mp3","Future- A Journey Through the Electric Underground Disc 2\06 Crystal Clear (Clear, Like an Unmuddied Lake).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/06 Crystal Clear (Clear, Like an Unmuddied Lake).mp3","Future- A Journey Through the Electric Underground Disc 2","06 Crystal Clear (Clear, Like an Unmuddied Lake)","Unknown Album","Unknown","","Unknown","367","6.1","6:07","96","7.29","Medium (70-99)","Medium","Long (Over 5 min)","Future- A Journey Through the Electric Underground Disc 2","435","False","0","","0","",""
"07 Space Diary 1.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\07 Space Diary 1.mp3","Future- A Journey Through the Electric Underground Disc 2\07 Space Diary 1.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/07 Space Diary 1.mp3","Future- A Journey Through the Electric Underground Disc 2","07 Space Diary 1","Unknown Album","Unknown","","Unknown","97","1.6","1:37","109","2.44","Upbeat (100-129)","Medium","Short (Under 3 min)","Future- A Journey Through the Electric Underground Disc 2","436","False","0","","0","",""
"08 Sleep 2.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\08 Sleep 2.mp3","Future- A Journey Through the Electric Underground Disc 2\08 Sleep 2.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/08 Sleep 2.mp3","Future- A Journey Through the Electric Underground Disc 2","08 Sleep 2","Unknown Album","Unknown","","Unknown","495","8.2","8:15","117","10.74","Upbeat (100-129)","Medium","Long (Over 5 min)","Future- A Journey Through the Electric Underground Disc 2","437","False","0","","0","",""
"09 Spiritual Invocation.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\09 Spiritual Invocation.mp3","Future- A Journey Through the Electric Underground Disc 2\09 Spiritual Invocation.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/09 Spiritual Invocation.mp3","Future- A Journey Through the Electric Underground Disc 2","09 Spiritual Invocation","Unknown Album","Unknown","","Unknown","189","3.2","3:09","105","4.03","Upbeat (100-129)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 2","438","False","0","","0","",""
"10 Lizard Point.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\10 Lizard Point.mp3","Future- A Journey Through the Electric Underground Disc 2\10 Lizard Point.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/10 Lizard Point.mp3","Future- A Journey Through the Electric Underground Disc 2","10 Lizard Point","Unknown Album","Unknown","","Unknown","228","3.8","3:48","112","4.85","Upbeat (100-129)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 2","439","False","0","","0","",""
"11 Mr. Lullaby Should Have Rocked You.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\11 Mr. Lullaby Should Have Rocked You.mp3","Future- A Journey Through the Electric Underground Disc 2\11 Mr. Lullaby Should Have Rocked You.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/11 Mr. Lullaby Should Have Rocked You.mp3","Future- A Journey Through the Electric Underground Disc 2","11 Mr. Lullaby Should Have Rocked You","Unknown Album","Rock","","Unknown","93","1.6","1:33","112","2.19","Upbeat (100-129)","High","Short (Under 3 min)","Future- A Journey Through the Electric Underground Disc 2","440","False","0","","0","",""
"12 Their Memories.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\12 Their Memories.mp3","Future- A Journey Through the Electric Underground Disc 2\12 Their Memories.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/12 Their Memories.mp3","Future- A Journey Through the Electric Underground Disc 2","12 Their Memories","Unknown Album","Unknown","","Unknown","150","2.5","2:30","95","3.26","Medium (70-99)","Medium","Short (Under 3 min)","Future- A Journey Through the Electric Underground Disc 2","441","False","0","","0","",""
"13 Home.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Future- A Journey Through the Electric Underground Disc 2\13 Home.mp3","Future- A Journey Through the Electric Underground Disc 2\13 Home.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Future- A Journey Through the Electric Underground Disc 2/13 Home.mp3","Future- A Journey Through the Electric Underground Disc 2","13 Home","Unknown Album","Unknown","","Unknown","244","4.1","4:04","92","5.39","Medium (70-99)","Medium","Medium (3-5 min)","Future- A Journey Through the Electric Underground Disc 2","442","False","0","","0","",""
"01 The Sundance Kid.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\01 The Sundance Kid.mp3","Jazz and Easy Listening\01 The Sundance Kid.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/01 The Sundance Kid.mp3","Jazz and Easy Listening","01 The Sundance Kid","Unknown Album","Electronic","","Unknown","134","2.2","2:14","121","2.05","Upbeat (100-129)","High","Short (Under 3 min)","Jazz and Easy Listening","443","False","0","","0","",""
"01 Two Fisted Love.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\01 Two Fisted Love.mp3","Jazz and Easy Listening\01 Two Fisted Love.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/01 Two Fisted Love.mp3","Jazz and Easy Listening","01 Two Fisted Love","Unknown Album","Jazz","","Unknown","247","4.1","4:07","92","3.78","Medium (70-99)","Low","Medium (3-5 min)","Jazz and Easy Listening","444","False","0","","0","",""
"02 Durham Town.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\02 Durham Town.mp3","Jazz and Easy Listening\02 Durham Town.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/02 Durham Town.mp3","Jazz and Easy Listening","02 Durham Town","Unknown Album","Jazz","","Unknown","197","3.3","3:17","108","3.01","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","445","False","0","","0","",""
"02 The Darktown Strutters' Ball.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\02 The Darktown Strutters' Ball.mp3","Jazz and Easy Listening\02 The Darktown Strutters' Ball.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/02 The Darktown Strutters' Ball.mp3","Jazz and Easy Listening","02 The Darktown Strutters' Ball","Unknown Album","Jazz","","Unknown","188","3.1","3:08","116","2.88","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","446","False","0","","0","",""
"02 Vaya Con Dios (May God Be with You).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\02 Vaya Con Dios (May God Be with You).mp3","Jazz and Easy Listening\02 Vaya Con Dios (May God Be with You).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/02 Vaya Con Dios (May God Be with You).mp3","Jazz and Easy Listening","02 Vaya Con Dios (May God Be with You)","Unknown Album","Jazz","","Unknown","178","3","2:58","101","2.73","Upbeat (100-129)","Low","Short (Under 3 min)","Jazz and Easy Listening","447","False","0","","0","",""
"03 I Know What I Know.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\03 I Know What I Know.mp3","Jazz and Easy Listening\03 I Know What I Know.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/03 I Know What I Know.mp3","Jazz and Easy Listening","03 I Know What I Know","Unknown Album","Jazz","","Unknown","193","3.2","3:13","112","1.48","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","448","False","0","","0","",""
"03 Poetry Man.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\03 Poetry Man.mp3","Jazz and Easy Listening\03 Poetry Man.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/03 Poetry Man.mp3","Jazz and Easy Listening","03 Poetry Man","Unknown Album","Jazz","","Unknown","277","4.6","4:37","115","5.3","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","450","False","0","","0","",""
"04 Johnny.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\04 Johnny.mp3","Jazz and Easy Listening\04 Johnny.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/04 Johnny.mp3","Jazz and Easy Listening","04 Johnny","Unknown Album","Jazz","","Unknown","140","2.3","2:20","117","2.15","Upbeat (100-129)","Low","Short (Under 3 min)","Jazz and Easy Listening","451","False","0","","0","",""
"05 Don't Let Me Down.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\05 Don't Let Me Down.mp3","Jazz and Easy Listening\05 Don't Let Me Down.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/05 Don't Let Me Down.mp3","Jazz and Easy Listening","05 Don't Let Me Down","Unknown Album","Jazz","","Unknown","337","5.6","5:37","100","3.92","Upbeat (100-129)","Low","Long (Over 5 min)","Jazz and Easy Listening","452","False","0","","0","",""
"05 I'm Making Believe.MP3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\05 I'm Making Believe.MP3","Jazz and Easy Listening\05 I'm Making Believe.MP3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/05 I'm Making Believe.MP3","Jazz and Easy Listening","05 I'm Making Believe","Unknown Album","Jazz","","Unknown","196","3.3","3:16","109","2.25","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","453","False","0","","0","",""
"05 The Lady Is a Tramp.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\05 The Lady Is a Tramp.mp3","Jazz and Easy Listening\05 The Lady Is a Tramp.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/05 The Lady Is a Tramp.mp3","Jazz and Easy Listening","05 The Lady Is a Tramp","Unknown Album","Jazz","","Unknown","202","3.4","3:22","98","3.1","Medium (70-99)","Low","Medium (3-5 min)","Jazz and Easy Listening","454","False","0","","0","",""
"05 Trumpet Blues.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\05 Trumpet Blues.mp3","Jazz and Easy Listening\05 Trumpet Blues.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/05 Trumpet Blues.mp3","Jazz and Easy Listening","05 Trumpet Blues","Unknown Album","Jazz","","Unknown","478","8","7:58","112","7.31","Upbeat (100-129)","Low","Long (Over 5 min)","Jazz and Easy Listening","455","False","0","","0","",""
"06 Bolero.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\06 Bolero.mp3","Jazz and Easy Listening\06 Bolero.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/06 Bolero.mp3","Jazz and Easy Listening","06 Bolero","Unknown Album","Jazz","","Unknown","825","13.8","13:45","93","15.75","Medium (70-99)","Low","Long (Over 5 min)","Jazz and Easy Listening","456","False","0","","0","",""
"06 It Don't Matter To Me.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\06 It Don't Matter To Me.mp3","Jazz and Easy Listening\06 It Don't Matter To Me.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/06 It Don't Matter To Me.mp3","Jazz and Easy Listening","06 It Don't Matter To Me","Unknown Album","Jazz","","Unknown","168","2.8","2:48","115","2.56","Upbeat (100-129)","Low","Short (Under 3 min)","Jazz and Easy Listening","457","False","0","","0","",""
"07 All of Me.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\07 All of Me.mp3","Jazz and Easy Listening\07 All of Me.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/07 All of Me.mp3","Jazz and Easy Listening","07 All of Me","Unknown Album","Jazz","","Unknown","180","3","3:00","93","2.76","Medium (70-99)","Low","Medium (3-5 min)","Jazz and Easy Listening","458","False","0","","0","",""
"07 Sophisticated Lady.MP3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\07 Sophisticated Lady.MP3","Jazz and Easy Listening\07 Sophisticated Lady.MP3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/07 Sophisticated Lady.MP3","Jazz and Easy Listening","07 Sophisticated Lady","Unknown Album","Jazz","","Unknown","291","4.8","4:51","99","4.45","Medium (70-99)","Low","Medium (3-5 min)","Jazz and Easy Listening","459","False","0","","0","",""
"07 Streets of London.MP3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\07 Streets of London.MP3","Jazz and Easy Listening\07 Streets of London.MP3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/07 Streets of London.MP3","Jazz and Easy Listening","07 Streets of London","Unknown Album","Jazz","","Unknown","224","3.7","3:44","105","3.43","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","460","False","0","","0","",""
"07 Take Your Children Home.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\07 Take Your Children Home.mp3","Jazz and Easy Listening\07 Take Your Children Home.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/07 Take Your Children Home.mp3","Jazz and Easy Listening","07 Take Your Children Home","Unknown Album","Jazz","","Unknown","258","4.3","4:18","112","3.94","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","461","False","0","","0","",""
"08 Mack the Knife.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\08 Mack the Knife.mp3","Jazz and Easy Listening\08 Mack the Knife.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/08 Mack the Knife.mp3","Jazz and Easy Listening","08 Mack the Knife","Unknown Album","Jazz","","Unknown","202","3.4","3:22","111","3.09","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","463","False","0","","0","",""
"08 Never Letting Go.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\08 Never Letting Go.mp3","Jazz and Easy Listening\08 Never Letting Go.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/08 Never Letting Go.mp3","Jazz and Easy Listening","08 Never Letting Go","Unknown Album","Jazz","","Unknown","190","3.2","3:10","105","2.97","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","464","False","0","","0","",""
"09 Cheek to Cheek.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\09 Cheek to Cheek.mp3","Jazz and Easy Listening\09 Cheek to Cheek.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/09 Cheek to Cheek.mp3","Jazz and Easy Listening","09 Cheek to Cheek","Unknown Album","Jazz","","Unknown","354","5.9","5:54","100","5.42","Upbeat (100-129)","Low","Long (Over 5 min)","Jazz and Easy Listening","465","False","0","","0","",""
"09 I'll Be Seeing You.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\09 I'll Be Seeing You.mp3","Jazz and Easy Listening\09 I'll Be Seeing You.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/09 I'll Be Seeing You.mp3","Jazz and Easy Listening","09 I'll Be Seeing You","Unknown Album","Jazz","","Unknown","210","3.5","3:30","100","3.22","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","466","False","0","","0","",""
"09 Karma Hotel.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\09 Karma Hotel.mp3","Jazz and Easy Listening\09 Karma Hotel.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/09 Karma Hotel.mp3","Jazz and Easy Listening","09 Karma Hotel","Unknown Album","Jazz","","Unknown","305","5.1","5:05","105","4.66","Upbeat (100-129)","Low","Long (Over 5 min)","Jazz and Easy Listening","467","False","0","","0","",""
"09 No Show Tonight.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\09 No Show Tonight.mp3","Jazz and Easy Listening\09 No Show Tonight.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/09 No Show Tonight.mp3","Jazz and Easy Listening","09 No Show Tonight","Unknown Album","Jazz","","Unknown","185","3.1","3:05","96","2.83","Medium (70-99)","Low","Medium (3-5 min)","Jazz and Easy Listening","468","False","0","","0","",""
"10 Little Brown Jug.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\10 Little Brown Jug.mp3","Jazz and Easy Listening\10 Little Brown Jug.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/10 Little Brown Jug.mp3","Jazz and Easy Listening","10 Little Brown Jug","Unknown Album","Jazz","","Unknown","174","2.9","2:54","94","2.66","Medium (70-99)","Low","Short (Under 3 min)","Jazz and Easy Listening","469","False","0","","0","",""
"11 Ain't Misbehavin' (2).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\11 Ain't Misbehavin' (2).mp3","Jazz and Easy Listening\11 Ain't Misbehavin' (2).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/11 Ain't Misbehavin' (2).mp3","Jazz and Easy Listening","11 Ain't Misbehavin' (2)","Unknown Album","Jazz","","Unknown","195","3.2","3:15","91","2.24","Medium (70-99)","Low","Medium (3-5 min)","Jazz and Easy Listening","470","False","0","","0","",""
"11 Ain't Misbehavin'.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\11 Ain't Misbehavin'.mp3","Jazz and Easy Listening\11 Ain't Misbehavin'.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/11 Ain't Misbehavin'.mp3","Jazz and Easy Listening","11 Ain't Misbehavin'","Unknown Album","Jazz","","Unknown","195","3.2","3:15","95","2.24","Medium (70-99)","Low","Medium (3-5 min)","Jazz and Easy Listening","471","False","0","","0","",""
"11 Baby I'm A Want You.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\11 Baby I'm A Want You.mp3","Jazz and Easy Listening\11 Baby I'm A Want You.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/11 Baby I'm A Want You.mp3","Jazz and Easy Listening","11 Baby I'm A Want You","Unknown Album","Jazz","","Unknown","145","2.4","2:25","103","2.23","Upbeat (100-129)","Low","Short (Under 3 min)","Jazz and Easy Listening","472","False","0","","0","",""
"13 Have Yourself a Merry Little Christmas.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\13 Have Yourself a Merry Little Christmas.mp3","Jazz and Easy Listening\13 Have Yourself a Merry Little Christmas.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/13 Have Yourself a Merry Little Christmas.mp3","Jazz and Easy Listening","13 Have Yourself a Merry Little Christmas","Unknown Album","Jazz","","Unknown","201","3.4","3:21","102","3.07","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","473","False","0","","0","",""
"14 Chloe.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\14 Chloe.mp3","Jazz and Easy Listening\14 Chloe.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/14 Chloe.mp3","Jazz and Easy Listening","14 Chloe","Unknown Album","Jazz","","Unknown","184","3.1","3:04","119","2.11","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","474","False","0","","0","",""
"14 What the World Needs Now Is Love.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\14 What the World Needs Now Is Love.mp3","Jazz and Easy Listening\14 What the World Needs Now Is Love.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/14 What the World Needs Now Is Love.mp3","Jazz and Easy Listening","14 What the World Needs Now Is Love","Unknown Album","Jazz","","Unknown","237","4","3:57","92","3.63","Medium (70-99)","Low","Medium (3-5 min)","Jazz and Easy Listening","475","False","0","","0","",""
"15 God Rest Ye Merry Gentlemen.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\15 God Rest Ye Merry Gentlemen.mp3","Jazz and Easy Listening\15 God Rest Ye Merry Gentlemen.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/15 God Rest Ye Merry Gentlemen.mp3","Jazz and Easy Listening","15 God Rest Ye Merry Gentlemen","Unknown Album","Jazz","","Unknown","164","2.7","2:44","98","2.51","Medium (70-99)","Low","Short (Under 3 min)","Jazz and Easy Listening","476","False","0","","0","",""
"15 That Old Black Magic.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\15 That Old Black Magic.mp3","Jazz and Easy Listening\15 That Old Black Magic.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/15 That Old Black Magic.mp3","Jazz and Easy Listening","15 That Old Black Magic","Unknown Album","Jazz","","Unknown","179","3","2:59","113","1.72","Upbeat (100-129)","Low","Short (Under 3 min)","Jazz and Easy Listening","477","False","0","","0","",""
"16 Everything I Own.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\16 Everything I Own.mp3","Jazz and Easy Listening\16 Everything I Own.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/16 Everything I Own.mp3","Jazz and Easy Listening","16 Everything I Own","Unknown Album","Jazz","","Unknown","180","3","3:00","106","2.75","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","478","False","0","","0","",""
"16 Some Sweet Day.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\16 Some Sweet Day.mp3","Jazz and Easy Listening\16 Some Sweet Day.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/16 Some Sweet Day.mp3","Jazz and Easy Listening","16 Some Sweet Day","Unknown Album","Jazz","","Unknown","183","3","3:03","103","6.99","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","479","False","0","","0","",""
"17 Tuxedo Junction.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\17 Tuxedo Junction.mp3","Jazz and Easy Listening\17 Tuxedo Junction.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/17 Tuxedo Junction.mp3","Jazz and Easy Listening","17 Tuxedo Junction","Unknown Album","Jazz","","Unknown","209","3.5","3:29","100","3.2","Upbeat (100-129)","Low","Medium (3-5 min)","Jazz and Easy Listening","480","False","0","","0","",""
"Al Hirt - Java.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Jazz and Easy Listening\Al Hirt - Java.mp3","Jazz and Easy Listening\Al Hirt - Java.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Jazz and Easy Listening/Al Hirt - Java.mp3","Al Hirt","Java","Unknown Album","Jazz","","Unknown","117","2","1:57","93","1.79","Medium (70-99)","Low","Short (Under 3 min)","Jazz and Easy Listening","481","False","0","","0","",""
