"File_Name","File_Path","Relative_Path","URL","Artist","Title","Album","Genre","Year","Decade","Duration_Seconds","Duration_Minutes","Duration_Display","Estimated_BPM","File_Size_MB","BPM_Category","Energy_Level","Duration_Category","Folder_Structure","Track_ID","Is_Favorite","Play_Count","Last_Played","Rating","Tags","Notes"
"walking on sunshine - Rockers Revenge.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Classic Pop\walking on sunshine - Rockers Revenge.mp3","Classic Pop\walking on sunshine - Rockers Revenge.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Classic Pop/walking on sunshine - Rockers Revenge.mp3","walking on sunshine","Rockers Revenge","Unknown Album","Pop","","Unknown","571","9.5","9:31","114","8.72","Upbeat (100-129)","Medium","Long (Over 5 min)","Classic Pop","208","False","0","","0","",""
"Wham - Last Christmas.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Classic Pop\Wham - Last Christmas.mp3","Classic Pop\Wham - Last Christmas.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Classic Pop/Wham - Last Christmas.mp3","Wham","Last Christmas","Unknown Album","Pop","","Unknown","267","4.4","4:27","118","4.08","Upbeat (100-129)","Medium","Medium (3-5 min)","Classic Pop","209","False","0","","0","",""
"01 Go West.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\01 Go West.mp3","Dave\01 Go West.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/01 Go West.mp3","Dave","01 Go West","Unknown Album","Unknown","","Unknown","300","5","5:00","96","4.58","Medium (70-99)","Medium","Long (Over 5 min)","Dave","210","False","0","","0","",""
"01 The Phantom of the Opera.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\01 The Phantom of the Opera.mp3","Dave\01 The Phantom of the Opera.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/01 The Phantom of the Opera.mp3","Dave","01 The Phantom of the Opera","Unknown Album","Unknown","","Unknown","260","4.3","4:20","102","3.98","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave","211","False","0","","0","",""
"06 All i ask of you.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\06 All i ask of you.mp3","Dave\06 All i ask of you.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/06 All i ask of you.mp3","Dave","06 All i ask of you","Unknown Album","Unknown","","Unknown","399","6.6","6:39","112","5.34","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave","212","False","0","","0","",""
"Paul Oakenfold and sasha - Live in Orlando.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Paul Oakenfold and sasha - Live in Orlando.mp3","Dave\Paul Oakenfold and sasha - Live in Orlando.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Paul Oakenfold and sasha - Live in Orlando.mp3","Paul Oakenfold and sasha","Live in Orlando","Unknown Album","Unknown","","Unknown","2818","47","46:58","110","43.01","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave","215","False","0","","0","",""
"Paul van Dyk - The Politics of Dancing (Part 2).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Paul van Dyk - The Politics of Dancing (Part 2).mp3","Dave\Paul van Dyk - The Politics of Dancing (Part 2).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Paul van Dyk - The Politics of Dancing (Part 2).mp3","Paul van Dyk","The Politics of Dancing (Part 2)","Unknown Album","Unknown","","Unknown","4668","77.8","77:48","91","71.24","Medium (70-99)","Medium","Long (Over 5 min)","Dave","216","False","0","","0","",""
"Pet Shop Boys - YMCA Disco Mix (Millennium Remix).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Pet Shop Boys - YMCA Disco Mix (Millennium Remix).mp3","Dave\Pet Shop Boys - YMCA Disco Mix (Millennium Remix).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Pet Shop Boys - YMCA Disco Mix (Millennium Remix).mp3","Pet Shop Boys","YMCA Disco Mix (Millennium Remix)","Unknown Album","Hip Hop","","Unknown","547","9.1","9:07","99","8.36","Medium (70-99)","Medium","Long (Over 5 min)","Dave","217","False","0","","0","",""
"Pet Shop Boys-Megamix.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Pet Shop Boys-Megamix.mp3","Dave\Pet Shop Boys-Megamix.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Pet Shop Boys-Megamix.mp3","Pet Shop Boys","Megamix","Unknown Album","Hip Hop","","Unknown","412","6.9","6:52","86","6.29","Medium (70-99)","Medium","Long (Over 5 min)","Dave","218","False","0","","0","",""
"Pete Tong & Dave Seaman - Essential Mix - Live from Lush Northern Ireland - 3.17.2001 part1.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Pete Tong & Dave Seaman - Essential Mix - Live from Lush Northern Ireland - 3.17.2001 part1.mp3","Dave\Pete Tong & Dave Seaman - Essential Mix - Live from Lush Northern Ireland - 3.17.2001 part1.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Pete Tong & Dave Seaman - Essential Mix - Live from Lush Northern Ireland - 3.17.2001 part1.mp3","Pete Tong & Dave Seaman","Essential Mix - Live from Lush Northern Ireland - 3.17.2001 part1","Unknown Album","Unknown","2001","2000s","4791","79.8","79:51","94","73.11","Medium (70-99)","Medium","Long (Over 5 min)","Dave","219","False","0","","0","",""
"Pete Tong, Tall Paul, Paul van Dyk - Essential mix- London (live mix).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Pete Tong, Tall Paul, Paul van Dyk - Essential mix- London (live mix).mp3","Dave\Pete Tong, Tall Paul, Paul van Dyk - Essential mix- London (live mix).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Pete Tong, Tall Paul, Paul van Dyk - Essential mix- London (live mix).mp3","Pete Tong, Tall Paul, Paul van Dyk","Essential mix- London (live mix)","Unknown Album","Unknown","","Unknown","4999","83.3","83:19","105","76.3","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave","220","False","0","","0","",""
"Peter Gabriel & Kate Bush - Don't Give Up.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Peter Gabriel & Kate Bush - Don't Give Up.mp3","Dave\Peter Gabriel & Kate Bush - Don't Give Up.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Peter Gabriel & Kate Bush - Don't Give Up.mp3","Peter Gabriel & Kate Bush","Don't Give Up","Unknown Album","Unknown","","Unknown","355","5.9","5:55","99","5.42","Medium (70-99)","Medium","Long (Over 5 min)","Dave","221","False","0","","0","",""
"01 Go West.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\01 Go West.mp3","Dave\Dave\01 Go West.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/01 Go West.mp3","Dave","01 Go West","Dave","Unknown","","Unknown","300","5","5:00","90","4.58","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","222","False","0","","0","",""
"01 Panis Angelicus for tenor, organ, harp, cello & double-bass.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\01 Panis Angelicus for tenor, organ, harp, cello & double-bass.mp3","Dave\Dave\01 Panis Angelicus for tenor, organ, harp, cello & double-bass.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/01 Panis Angelicus for tenor, organ, harp, cello & double-bass.mp3","01 Panis Angelicus for tenor, organ, harp, cello & double","bass","Dave","Unknown","","Unknown","232","3.9","3:52","115","3.55","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","223","False","0","","0","",""
"01 The Phantom of the Opera.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\01 The Phantom of the Opera.mp3","Dave\Dave\01 The Phantom of the Opera.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/01 The Phantom of the Opera.mp3","Dave","01 The Phantom of the Opera","Dave","Unknown","","Unknown","260","4.3","4:20","107","3.98","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","224","False","0","","0","",""
"04 Tosca, opera- Vissi d'arte.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\04 Tosca, opera- Vissi d'arte.mp3","Dave\Dave\04 Tosca, opera- Vissi d'arte.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/04 Tosca, opera- Vissi d'arte.mp3","04 Tosca, opera","Vissi d'arte","Dave","Unknown","","Unknown","178","3","2:58","118","2.74","Upbeat (100-129)","Medium","Short (Under 3 min)","Dave\Dave","225","False","0","","0","",""
"06 I Feel the Earth Move.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\06 I Feel the Earth Move.mp3","Dave\Dave\06 I Feel the Earth Move.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/06 I Feel the Earth Move.mp3","Dave","06 I Feel the Earth Move","Dave","Unknown","","Unknown","252","4.2","4:12","112","3.85","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","226","False","0","","0","",""
"07 All I Ask Of You.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\07 All I Ask Of You.mp3","Dave\Dave\07 All I Ask Of You.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/07 All I Ask Of You.mp3","Dave","07 All I Ask Of You","Dave","Unknown","","Unknown","399","6.6","6:39","110","5.34","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave\Dave","227","False","0","","0","",""
"08 Live to Tell.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\08 Live to Tell.mp3","Dave\Dave\08 Live to Tell.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/08 Live to Tell.mp3","Dave","08 Live to Tell","Dave","Unknown","","Unknown","318","5.3","5:18","100","4.87","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave\Dave","228","False","0","","0","",""
"10 On the Beach.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\10 On the Beach.mp3","Dave\Dave\10 On the Beach.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/10 On the Beach.mp3","Dave","10 On the Beach","Dave","Unknown","","Unknown","411","6.8","6:51","102","7.86","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave\Dave","230","False","0","","0","",""
"21 Dance Factory Super Megamix.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\21 Dance Factory Super Megamix.mp3","Dave\Dave\21 Dance Factory Super Megamix.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/21 Dance Factory Super Megamix.mp3","Dave","21 Dance Factory Super Megamix","Dave","Electronic","","Unknown","282","4.7","4:42","124","4.3","Upbeat (100-129)","High","Medium (3-5 min)","Dave\Dave","232","False","0","","0","",""
"Hicks, Bill - Revelations 05 Sorry, Wrong Meeting.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Hicks, Bill - Revelations 05 Sorry, Wrong Meeting.mp3","Dave\Dave\Hicks, Bill - Revelations 05 Sorry, Wrong Meeting.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Hicks, Bill - Revelations 05 Sorry, Wrong Meeting.mp3","Hicks, Bill","Revelations 05 Sorry, Wrong Meeting","Dave","Unknown","","Unknown","212","3.5","3:32","117","3.24","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","233","False","0","","0","",""
"house mix - Dj Phill 2002 (megamix).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\house mix - Dj Phill 2002 (megamix).mp3","Dave\Dave\house mix - Dj Phill 2002 (megamix).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/house mix - Dj Phill 2002 (megamix).mp3","house mix","Dj Phill 2002 (megamix)","Dave","Electronic","2002","2000s","1030","17.2","17:10","129","15.73","Upbeat (100-129)","High","Long (Over 5 min)","Dave\Dave","234","False","0","","0","",""
"Itzak Perlman - classical- Brahms-Violin Concerto in D, Op. 77- 1. Allegro non troppo.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Itzak Perlman - classical- Brahms-Violin Concerto in D, Op. 77- 1. Allegro non troppo.mp3","Dave\Dave\Itzak Perlman - classical- Brahms-Violin Concerto in D, Op. 77- 1. Allegro non troppo.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Itzak Perlman - classical- Brahms-Violin Concerto in D, Op. 77- 1. Allegro non troppo.mp3","Itzak Perlman","classical- Brahms-Violin Concerto in D, Op. 77- 1. Allegro non troppo","Dave","Classical","","Unknown","318","5.3","5:18","65","4.85","Slow (Under 70)","Low","Long (Over 5 min)","Dave\Dave","235","False","0","","0","",""
"Janet Jackson - Together again (dance club remix).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Janet Jackson - Together again (dance club remix).mp3","Dave\Dave\Janet Jackson - Together again (dance club remix).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Janet Jackson - Together again (dance club remix).mp3","Janet Jackson","Together again (dance club remix)","Dave","Electronic","","Unknown","335","5.6","5:35","120","5.11","Upbeat (100-129)","High","Long (Over 5 min)","Dave\Dave","236","False","0","","0","",""
"JFK.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\JFK.mp3","Dave\Dave\JFK.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/JFK.mp3","Dave","JFK","Dave","Unknown","","Unknown","193","3.2","3:13","102","2.95","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","237","False","0","","0","",""
"Jinny - Keep Warm.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Jinny - Keep Warm.mp3","Dave\Dave\Jinny - Keep Warm.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Jinny - Keep Warm.mp3","Jinny","Keep Warm","Dave","Unknown","","Unknown","262","4.4","4:22","103","4","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","238","False","0","","0","",""
"Jussi Bjorling and Robert Merrill  - Duet of the Pearl fishers - Au Fond Du Temple Saint .mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Jussi Bjorling and Robert Merrill  - Duet of the Pearl fishers - Au Fond Du Temple Saint .mp3","Dave\Dave\Jussi Bjorling and Robert Merrill  - Duet of the Pearl fishers - Au Fond Du Temple Saint .mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Jussi Bjorling and Robert Merrill  - Duet of the Pearl fishers - Au Fond Du Temple Saint .mp3","Jussi Bjorling and Robert Merrill","Duet of the Pearl fishers - Au Fond Du Temple Saint","Dave","Unknown","","Unknown","352","5.9","5:52","96","5.38","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","239","False","0","","0","",""
"Kenny Rogers - The Gambler.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Kenny Rogers - The Gambler.mp3","Dave\Dave\Kenny Rogers - The Gambler.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Kenny Rogers - The Gambler.mp3","Kenny Rogers","The Gambler","Dave","Unknown","","Unknown","209","3.5","3:29","110","3.2","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","240","False","0","","0","",""
"Kiss - Creatures Of The Night (1).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Kiss - Creatures Of The Night (1).mp3","Dave\Dave\Kiss - Creatures Of The Night (1).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Kiss - Creatures Of The Night (1).mp3","Kiss","Creatures Of The Night (1)","Dave","Unknown","","Unknown","246","4.1","4:06","105","3.76","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","241","False","0","","0","",""
"La Compagnie Créole - Mégamix2.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\La Compagnie Créole - Mégamix2.mp3","Dave\Dave\La Compagnie Créole - Mégamix2.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/La Compagnie Créole - Mégamix2.mp3","La Compagnie Créole","Mégamix2","Dave","Unknown","","Unknown","273","4.6","4:33","115","4.18","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","242","False","0","","0","",""
"Laura Brannigan - Solitaire.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Laura Brannigan - Solitaire.mp3","Dave\Dave\Laura Brannigan - Solitaire.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Laura Brannigan - Solitaire.mp3","Laura Brannigan","Solitaire","Dave","Unknown","","Unknown","248","4.1","4:08","116","3.79","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","243","False","0","","0","",""
"Live At Home In Space, Ibiza (part1).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Live At Home In Space, Ibiza (part1).mp3","Dave\Dave\Live At Home In Space, Ibiza (part1).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Live At Home In Space, Ibiza (part1).mp3","Dave","Live At Home In Space, Ibiza (part1)","Dave","Unknown","","Unknown","4437","74","73:57","107","67.71","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave\Dave","244","False","0","","0","",""
"Luciano Pavaroti- opera carusso.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Luciano Pavaroti- opera carusso.mp3","Dave\Dave\Luciano Pavaroti- opera carusso.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Luciano Pavaroti- opera carusso.mp3","Luciano Pavaroti","opera carusso","Dave","Unknown","","Unknown","244","4.1","4:04","117","3.73","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","245","False","0","","0","",""
"Luciano Pavarotti - Rossini - Figaro.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Luciano Pavarotti - Rossini - Figaro.mp3","Dave\Dave\Luciano Pavarotti - Rossini - Figaro.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Luciano Pavarotti - Rossini - Figaro.mp3","Luciano Pavarotti","Rossini - Figaro","Dave","Unknown","","Unknown","282","4.7","4:42","90","4.32","Medium (70-99)","Medium","Medium (3-5 min)","Dave\Dave","246","False","0","","0","",""
"Luciano Pavorotti - Ave Maria.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Luciano Pavorotti - Ave Maria.mp3","Dave\Dave\Luciano Pavorotti - Ave Maria.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Luciano Pavorotti - Ave Maria.mp3","Luciano Pavorotti","Ave Maria","Dave","Unknown","","Unknown","287","4.8","4:47","109","4.4","Upbeat (100-129)","Medium","Medium (3-5 min)","Dave\Dave","247","False","0","","0","",""
"Madonna - American Pie (Dance Mix).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Madonna - American Pie (Dance Mix).mp3","Dave\Dave\Madonna - American Pie (Dance Mix).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Madonna - American Pie (Dance Mix).mp3","Madonna","American Pie (Dance Mix)","Dave","Electronic","","Unknown","388","6.5","6:28","136","5.93","Fast (130-159)","High","Long (Over 5 min)","Dave\Dave","248","False","0","","0","",""
"Madonna - American Pie (Techno Remix).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Madonna - American Pie (Techno Remix).mp3","Dave\Dave\Madonna - American Pie (Techno Remix).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Madonna - American Pie (Techno Remix).mp3","Madonna","American Pie (Techno Remix)","Dave","Electronic","","Unknown","260","4.3","4:20","131","3.98","Fast (130-159)","High","Medium (3-5 min)","Dave\Dave","249","False","0","","0","",""
"Madonna - Live To Tell.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Madonna - Live To Tell.mp3","Dave\Dave\Madonna - Live To Tell.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Madonna - Live To Tell.mp3","Madonna","Live To Tell","Dave","Unknown","","Unknown","349","5.8","5:49","93","5.33","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","250","False","0","","0","",""
"Madonna- Don't Cry For Me Argentina (Dance Remix).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Madonna- Don't Cry For Me Argentina (Dance Remix).mp3","Dave\Dave\Madonna- Don't Cry For Me Argentina (Dance Remix).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Madonna- Don't Cry For Me Argentina (Dance Remix).mp3","Madonna","Don't Cry For Me Argentina (Dance Remix)","Dave","Electronic","","Unknown","271","4.5","4:31","121","4.14","Upbeat (100-129)","High","Medium (3-5 min)","Dave\Dave","251","False","0","","0","",""
"Marc Et Claude - Tremble (CJ Stone remix)).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Marc Et Claude - Tremble (CJ Stone remix)).mp3","Dave\Dave\Marc Et Claude - Tremble (CJ Stone remix)).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Marc Et Claude - Tremble (CJ Stone remix)).mp3","Marc Et Claude","Tremble (CJ Stone remix))","Dave","Unknown","","Unknown","448","7.5","7:28","96","6.84","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","252","False","0","","0","",""
"Marky Mark - Good Vibrations.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Marky Mark - Good Vibrations.mp3","Dave\Dave\Marky Mark - Good Vibrations.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Marky Mark - Good Vibrations.mp3","Marky Mark","Good Vibrations","Dave","Unknown","","Unknown","272","4.5","4:32","95","3.64","Medium (70-99)","Medium","Medium (3-5 min)","Dave\Dave","253","False","0","","0","",""
"Martika - Toy Soldiers.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Martika - Toy Soldiers.mp3","Dave\Dave\Martika - Toy Soldiers.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Martika - Toy Soldiers.mp3","Martika","Toy Soldiers","Dave","Unknown","","Unknown","280","4.7","4:40","99","4.28","Medium (70-99)","Medium","Medium (3-5 min)","Dave\Dave","254","False","0","","0","",""
"Masterboy - Megamix.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Masterboy - Megamix.mp3","Dave\Dave\Masterboy - Megamix.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Masterboy - Megamix.mp3","Masterboy","Megamix","Dave","Unknown","","Unknown","447","7.4","7:27","115","6.84","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave\Dave","255","False","0","","0","",""
"Masterboy - Show Me Colours.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Masterboy - Show Me Colours.mp3","Dave\Dave\Masterboy - Show Me Colours.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Masterboy - Show Me Colours.mp3","Masterboy","Show Me Colours","Dave","Unknown","","Unknown","268","4.5","4:28","90","4.1","Medium (70-99)","Medium","Medium (3-5 min)","Dave\Dave","256","False","0","","0","",""
"Mozart - Clarinet Concerto (Adagio).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Mozart - Clarinet Concerto (Adagio).mp3","Dave\Dave\Mozart - Clarinet Concerto (Adagio).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Mozart - Clarinet Concerto (Adagio).mp3","Mozart","Clarinet Concerto (Adagio)","Dave","Unknown","","Unknown","415","6.9","6:55","103","6.34","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave\Dave","257","False","0","","0","",""
"Netzwerk - Memories.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Netzwerk - Memories.mp3","Dave\Dave\Netzwerk - Memories.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Netzwerk - Memories.mp3","Netzwerk","Memories","Dave","Unknown","","Unknown","391","6.5","6:31","90","5.97","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","259","False","0","","0","",""
"orbital - dr. who theme.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\orbital - dr. who theme.mp3","Dave\Dave\orbital - dr. who theme.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/orbital - dr. who theme.mp3","orbital","dr. who theme","Dave","Unknown","","Unknown","338","5.6","5:38","103","5.17","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave\Dave","260","False","0","","0","",""
"Paul Oakenfold - Live Mix from Miami (1).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Paul Oakenfold - Live Mix from Miami (1).mp3","Dave\Dave\Paul Oakenfold - Live Mix from Miami (1).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Paul Oakenfold - Live Mix from Miami (1).mp3","Paul Oakenfold","Live Mix from Miami (1)","Dave","Unknown","","Unknown","4295","71.6","71:35","109","65.54","Upbeat (100-129)","Medium","Long (Over 5 min)","Dave\Dave","261","False","0","","0","",""
"Paul Oakenfold and sasha - Live in Orlando.mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Paul Oakenfold and sasha - Live in Orlando.mp3","Dave\Dave\Paul Oakenfold and sasha - Live in Orlando.mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Paul Oakenfold and sasha - Live in Orlando.mp3","Paul Oakenfold and sasha","Live in Orlando","Dave","Unknown","","Unknown","2818","47","46:58","92","43.01","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","262","False","0","","0","",""
"Paul van Dyk - The Politics of Dancing (Part 2).mp3","C:\Users\phseamar\OneDrive - Microsoft\Documents\Music\Dave\Dave\Paul van Dyk - The Politics of Dancing (Part 2).mp3","Dave\Dave\Paul van Dyk - The Politics of Dancing (Part 2).mp3","file:///C:/Users/phseamar/OneDrive - Microsoft/Documents/Music/Dave/Dave/Paul van Dyk - The Politics of Dancing (Part 2).mp3","Paul van Dyk","The Politics of Dancing (Part 2)","Dave","Unknown","","Unknown","4668","77.8","77:48","99","71.24","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","263","False","0","","0","",""
